zinc_id	prot_id	smiles	net_charge	desolv_apol	desolv_pol	ph_mod_fk	true_logp	true_mwt	hba	hbd	num_aliphatic_rings	num_aromatic_rings	num_heavy_atoms	num_rotatable_bonds	chiral_centers	reactive	reactivity	tpsa	tranche_name	tranche_prefix	calalog
ZINC000003833823	25857431	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO	0	7.86	-14.03	0	3.6959	330.468	3	1	4	0	24	2	[(1, 'S'), (4, 'S'), (5, 'S'), (14, 'R'), (16, 'S'), (19, 'S')]	30	Mild	54	EHEARN	EH	hmdbendo
ZINC000008214684	42772305	C[C@H](CCC(=O)NCCS(=O)(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	-0.4	-59.83	0	2.0255	514.705	7	4	4	0	35	7	[(1, 'R'), (13, 'R'), (16, 'S'), (17, 'R'), (18, 'R'), (21, 'S'), (23, 'R'), (27, 'S'), (29, 'S'), (31, 'S'), (33, 'R')]	0	Anodyne	146	KEAARM	KE	hmdbendo
ZINC000003833824	28956163	C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@@]3(C=O)C[C@H](O)[C@@H]12	0	3.79	-23.22	0	1.8457	360.45	5	2	4	0	26	3	[(1, 'R'), (10, 'S'), (11, 'S'), (14, 'S'), (19, 'R'), (23, 'S'), (25, 'S')]	30	Mild	91	FDEARN	FD	hmdbendo
ZINC000002516840	28179151	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	14.35	-2.74	0	7.38870000000001	386.664	1	1	4	0	28	5	[(6, 'R'), (8, 'R'), (11, 'S'), (12, 'S'), (17, 'R'), (21, 'R'), (23, 'S'), (26, 'R')]	0	Anodyne	20	GKAARN	GK	hmdbendo
ZINC000003875383	29940568	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	14.33	-1.87	0	7.38870000000001	386.664	1	1	4	0	28	5	[(6, 'R'), (8, 'R'), (11, 'S'), (12, 'S'), (17, 'S'), (21, 'R'), (23, 'S'), (26, 'R')]	0	Anodyne	20	GKAARN	GK	hmdbendo
ZINC000001691515	60712698	CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	8.3	-6.35	0	4.5153	316.485	2	1	4	0	23	1	[(3, 'S'), (6, 'S'), (7, 'S'), (12, 'R'), (16, 'R'), (18, 'S'), (21, 'S')]	0	Anodyne	37	DJAARN	DJ	hmdbendo
ZINC000004096762	29024909	C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO	0	2.69	-9.5	0	2.5384	350.499	4	3	4	0	25	2	[(1, 'S'), (3, 'S'), (5, 'S'), (6, 'S'), (9, 'R'), (11, 'R'), (15, 'S'), (17, 'S'), (20, 'S')]	0	Anodyne	77	FFABRN	FF	hmdbendo
ZINC000006036223	28722259	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	10.19	-51.92	0	4.0925	373.557	3	1	4	0	27	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (16, 'S'), (20, 'R'), (22, 'S'), (25, 'R')]	0	Anodyne	60	FKAARM	FK	hmdbendo
ZINC000040164199	32529052	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C	-1	4.52	-53.74	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'S'), (17, 'R'), (21, 'S'), (23, 'S'), (25, 'R'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000004097107	60413672	CC(=O)[C@H]1[C@H](O)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	4.83	-7.1	0	3.4861	332.484	3	2	4	0	24	1	[(3, 'R'), (4, 'R'), (7, 'S'), (8, 'S'), (13, 'S'), (17, 'R'), (19, 'S'), (22, 'S')]	0	Anodyne	57	EGABRN	EG	hmdbendo
ZINC000118913622	30969972	C[C@@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)[C@@H](O)C[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	1.7	-54.66	0	1.0848	423.57	6	4	4	0	30	4	[(1, 'S'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'R'), (17, 'S'), (19, 'S'), (22, 'S'), (24, 'S'), (26, 'S'), (28, 'R')]	0	Anodyne	121	HEAFRM	HE	hmdbendo
ZINC000004095550	29025200	C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@H](C(=O)CO)[C@@]3(CO)C[C@H](O)[C@@H]12	0	2.89	-15.56	0	1.6391	362.466	5	3	4	0	26	3	[(1, 'R'), (10, 'S'), (11, 'S'), (14, 'S'), (19, 'R'), (23, 'S'), (25, 'S')]	30	Mild	94	FDEARN	FD	hmdbendo
ZINC000118913623	30969978	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)C[C@@H](O)[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	4.46	-53.21	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (14, 'S'), (16, 'S'), (19, 'R'), (21, 'S'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000012493582	32267906	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C	-1	9.82	-55.88	0	3.3514	389.556	4	1	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'R'), (20, 'S'), (22, 'S'), (26, 'R')]	0	Anodyne	77	GJAARM	GJ	hmdbendo
ZINC000118913624	30969977	C[C@@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@@H](O)[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	4.48	-52.76	0	2.114	407.571	5	3	4	0	29	4	[(1, 'S'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (15, 'R'), (17, 'R'), (21, 'R'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000118913625	30969969	C[C@@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4[C@@H](O)[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	5.07	-52.24	0	2.114	407.571	5	3	4	0	29	4	[(1, 'S'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'S'), (15, 'R'), (17, 'R'), (21, 'R'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000040164221	35426022	C[C@H](CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(=O)[O-]	-1	10.3	-50.49	0	4.1694	433.653	4	2	4	0	31	6	[(1, 'R'), (5, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'S'), (17, 'R'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	80	IKAFRM	IK	hmdbendo
ZINC000040164222	35426009	C[C@H](CCC[C@H](C)C(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	10.05	-59.13	0	4.1694	433.653	4	2	4	0	31	6	[(1, 'R'), (5, 'S'), (10, 'R'), (13, 'S'), (14, 'R'), (15, 'R'), (18, 'S'), (20, 'R'), (24, 'S'), (26, 'S'), (29, 'R')]	0	Anodyne	80	IKAFRM	IK	hmdbendo
ZINC000006036231	30547439	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	7.84	-51.34	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'S'), (17, 'S'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000040164223	32528401	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	5.24	-51.15	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (12, 'R'), (14, 'R'), (16, 'R'), (18, 'R'), (22, 'R'), (24, 'S'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000040164229	35425880	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	4.38	-54.69	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'R'), (17, 'S'), (21, 'S'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAARM	HG	hmdbendo
ZINC000016248854	32348164	C[C@@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	11.05	-49.92	0	4.1724	375.573	3	1	4	0	27	4	[(1, 'S'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'R'), (20, 'S'), (22, 'S'), (25, 'R')]	0	Anodyne	60	GKABRM	GK	hmdbendo
ZINC000064219050	30225707	C[C@@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	10.92	-49.56	0	4.1724	375.573	3	1	4	0	27	4	[(1, 'S'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'S'), (16, 'R'), (20, 'S'), (22, 'S'), (25, 'R')]	0	Anodyne	60	GKABRM	GK	hmdbendo
ZINC000003914808	29954821	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	7.83	-52.02	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'S'), (17, 'R'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000004082064	30043084	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	7.54	-53.02	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'R'), (17, 'R'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000006036234	31575838	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	6.49	-63.72	0	2.3222	405.555	5	2	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (15, 'S'), (17, 'R'), (21, 'S'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	97	HHAARM	HH	hmdbendo
ZINC000006036215	78350876	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C	-1	6.88	-55.1	0	2.3222	405.555	5	2	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'S'), (17, 'R'), (21, 'S'), (23, 'S'), (27, 'R')]	0	Anodyne	97	HHABRM	HH	hmdbendo
ZINC000003914811	31535646	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C	-1	7.79	-51	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'R'), (20, 'S'), (22, 'S'), (24, 'R'), (26, 'R')]	0	Anodyne	80	GIAFRM	GI	hmdbendo
ZINC000006036237	30547432	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	7.59	-51.55	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'S'), (20, 'S'), (22, 'S'), (24, 'S'), (26, 'R')]	0	Anodyne	80	GIABRM	GI	hmdbendo
ZINC000006067785	28778351	C[C@]12C[C@H](O)[C@H]3[C@@H](CC[C@H]4C[C@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO	0	2.67	-9.53	0	2.5384	350.499	4	3	4	0	25	2	[(1, 'S'), (3, 'S'), (5, 'S'), (6, 'S'), (9, 'S'), (11, 'R'), (15, 'S'), (17, 'S'), (20, 'S')]	0	Anodyne	77	FFABRN	FF	hmdbendo
ZINC000013547326	32328803	C[C@@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	9.8	-61.05	0	3.3514	389.556	4	1	4	0	28	4	[(1, 'S'), (7, 'R'), (10, 'S'), (11, 'R'), (15, 'S'), (17, 'R'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	77	GJAARM	GJ	hmdbendo
ZINC000012493944	24932246	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	12.03	-53	0	4.0767	369.525	3	0	4	0	27	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (20, 'R'), (22, 'S'), (25, 'R')]	30	Mild	57	FKEFRM	FK	hmdbendo
ZINC000003918157	29954731	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	7.58	-53.04	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'S'), (16, 'R'), (20, 'S'), (22, 'S'), (24, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000004706381	31535171	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	0	15.79	-1.59	0	8.10470000000001	416.734	1	1	4	0	30	6	[(2, 'R'), (5, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'S'), (16, 'S'), (20, 'S'), (22, 'S'), (25, 'R')]	0	Anodyne	20	HKAARN	HK	hmdbendo
ZINC000012493972	32407913	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	0	15.92	-1.6	0	8.10470000000001	416.734	1	1	4	0	30	6	[(2, 'R'), (5, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'S'), (20, 'S'), (22, 'S'), (25, 'R')]	0	Anodyne	20	HKABRN	HK	hmdbendo
ZINC000005758789	30969968	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	13.24	-9.56	0	6.56770000000001	400.647	2	1	4	0	29	5	[(6, 'R'), (8, 'R'), (11, 'S'), (12, 'S'), (18, 'S'), (22, 'R'), (24, 'S'), (27, 'R')]	30	Mild	37	HKEARN	HK	hmdbendo
ZINC000012494015	32267895	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	9.98	-56.29	0	3.3514	389.556	4	1	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'R'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	77	GJAFRM	GJ	hmdbendo
ZINC000029747682	79803235	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	4.25	-51.91	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'R'), (17, 'R'), (21, 'S'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAARM	HG	hmdbendo
ZINC000040164259	32528976	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	4.61	-52.86	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (12, 'S'), (14, 'S'), (16, 'R'), (18, 'R'), (22, 'R'), (24, 'S'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000040164263	32528783	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	4.31	-54.89	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (13, 'S'), (15, 'S'), (17, 'R'), (21, 'R'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000040164264	32528572	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	4.37	-54.98	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (13, 'S'), (15, 'R'), (17, 'R'), (21, 'R'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAFRM	HG	hmdbendo
ZINC000005761341	78329478	CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	12.9	-1.3	0	7.71460000000001	402.707	1	1	4	0	29	5	[(3, 'R'), (7, 'R'), (9, 'R'), (12, 'S'), (13, 'R'), (16, 'S'), (18, 'S'), (22, 'S'), (24, 'S'), (27, 'R')]	0	Anodyne	20	HKABRN	HK	hmdbendo
ZINC000012494047	42721898	CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	15.04	-1.94	0	7.71460000000001	402.707	1	1	4	0	29	5	[(3, 'R'), (7, 'R'), (9, 'R'), (12, 'S'), (13, 'R'), (16, 'R'), (18, 'R'), (22, 'S'), (24, 'S'), (27, 'R')]	0	Anodyne	20	HKAFRN	HK	hmdbendo
ZINC000012494068	42717956	COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	0	13	-16.32	0	4.9827	402.575	4	0	4	0	29	4	[(6, 'R'), (8, 'R'), (11, 'S'), (12, 'R'), (16, 'S'), (22, 'S'), (24, 'S'), (27, 'R')]	0	Anodyne	60	HJAARN	HJ	hmdbendo
ZINC000004404494	30541167	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	0	14.42	-1.66	0	7.46860000000001	388.68	1	1	4	0	28	5	[(6, 'R'), (8, 'R'), (11, 'S'), (12, 'R'), (15, 'R'), (17, 'S'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	20	GKAARN	GK	hmdbendo
ZINC000006858022	31738484	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	4.38	-56.6	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'R'), (15, 'S'), (17, 'R'), (21, 'S'), (23, 'S'), (25, 'S'), (27, 'R')]	0	Anodyne	100	HGAARM	HG	hmdbendo
ZINC000003914810	29954988	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	7.56	-53.27	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'R'), (20, 'S'), (22, 'S'), (24, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000008837267	31655714	C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C	-1	5.86	-49.15	0	2.2594	448.624	5	3	4	0	32	6	[(1, 'R'), (11, 'R'), (14, 'S'), (15, 'R'), (18, 'R'), (20, 'R'), (24, 'S'), (26, 'S'), (28, 'S'), (30, 'R')]	0	Anodyne	109	IHAARM	IH	hmdbendo
ZINC000003914812	31535629	C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	6.12	-46.48	0	2.2594	448.624	5	3	4	0	32	6	[(1, 'R'), (11, 'R'), (14, 'S'), (15, 'R'), (16, 'R'), (19, 'S'), (21, 'R'), (25, 'S'), (27, 'S'), (30, 'R')]	0	Anodyne	109	IHAARM	IH	hmdbendo
ZINC000006393492	30969594	CC[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	0	15.61	-1.77	0	8.02480000000001	414.718	1	1	4	0	30	6	[(2, 'S'), (5, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (16, 'S'), (20, 'R'), (22, 'S'), (25, 'R')]	0	Anodyne	20	HKAARN	HK	hmdbendo
ZINC000012494203	32267883	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	7.66	-51.1	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (13, 'S'), (15, 'R'), (17, 'S'), (21, 'R'), (23, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000002559930	28990267	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	7.65	-50.67	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (12, 'S'), (15, 'S'), (17, 'S'), (21, 'S'), (23, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000006036201	31575851	C[C@H](CCC(=O)NCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	9.31	-45.84	0	3.2886	432.625	4	2	4	0	31	6	[(1, 'R'), (11, 'R'), (14, 'S'), (15, 'R'), (18, 'R'), (20, 'R'), (24, 'S'), (26, 'S'), (29, 'R')]	0	Anodyne	89	IJAARM	IJ	hmdbendo
ZINC000004683730	25641054	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	10.81	-48.53	0	4.1724	375.573	3	1	4	0	27	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'S'), (16, 'S'), (20, 'S'), (22, 'S'), (25, 'R')]	0	Anodyne	60	GKAARM	GK	hmdbendo
ZINC000006036227	30547435	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	10.95	-49.24	0	4.1724	375.573	3	1	4	0	27	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'S'), (20, 'S'), (22, 'S'), (25, 'R')]	0	Anodyne	60	GKAARM	GK	hmdbendo
ZINC000003918159	29954151	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	8.53	-50.45	0	3.1432	391.572	4	2	4	0	28	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (13, 'S'), (15, 'R'), (17, 'R'), (21, 'R'), (23, 'S'), (26, 'R')]	0	Anodyne	80	GIAARM	GI	hmdbendo
ZINC000040164303	32529026	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	6.86	-50.57	0	2.114	407.571	5	3	4	0	29	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'S'), (12, 'S'), (14, 'R'), (16, 'R'), (18, 'R'), (22, 'R'), (24, 'S'), (27, 'R')]	0	Anodyne	100	HGABRM	HG	hmdbendo
ZINC000003918156	29954316	C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C	-1	11.03	-50.17	0	4.1724	375.573	3	1	4	0	27	4	[(1, 'R'), (7, 'R'), (10, 'S'), (11, 'R'), (14, 'R'), (16, 'R'), (20, 'S'), (22, 'S'), (25, 'R')]	0	Anodyne	60	GKAARM	GK	hmdbendo
