zinc_id	supplier_code	substance.preferred_name	substance.smiles	substance.purchasable	substance.purchasability	substance.rb	substance.reactive	substance.features	calalog
ZINC000000656768	1001185	NA	COc1ccc(/C=C/C(=O)NCc2cn(C)nc2C)cc1COc1ccc(Cl)cc1Br	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000000661581	1004082	NA	COc1ccc(-c2ccc3c(N)c(C(=O)NCc4ccc(C)cc4)sc3n2)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000000661666	1004121	NA	Nc1c2ccc(-c3ccc(F)cc3)nc2sc1C(=O)NCc1ccc(Cl)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002146508	1_01	NA	O=C(Nc1nnc(Sc2nc3cc(Cl)ccc3s2)s1)c1ccc(Cl)c(Cl)c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000678795	1016780	NA	O=C(Oc1cccc(/C=C2\C(=O)NN(c3ccc(Cl)c(Cl)c3)C2=O)c1)c1cccs1	50	Premier	4	10	set(['aggregator'])	aggregators
ZINC000000679638	1017560	NA	Cn1c2c(ncn2CC(=O)Nc2ccc3c4c(cccc42)CC3)c(=O)n(C)c1=O	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000254555142	1_02	NA	Oc1ccc(N=Nc2ccc(Br)cc2)cc1	50	Premier	2	10	set(['aggregator'])	aggregators
ZINC000100438654	1_03	NA	O=C1O/C(=C\Nc2ccc(Oc3ccccc3)cc2)c2ccccc21	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000100438656	1_03	NA	O=C1O/C(=C/Nc2ccc(Oc3ccccc3)cc2)c2ccccc21	30	Agent	4	0	set(['aggregator'])	aggregators
ZINC000254013158	1_04	NA	O=C(NN=Cc1ccccc1O)C(=O)NN=Cc1ccccc1O	1	Annotated	4	50	set(['aggregator'])	aggregators
ZINC000000721192	1046666	NA	Cc1nn(-c2nnc(NCc3ccccc3)nn2)c(C)c1Br	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000004529848	1_05	NA	Cc1cc(Cl)cc2c1C(=O)/C(=C1\Sc3cc(Cl)cc(C)c3C1=O)S2	50	Premier	0	30	set(['aggregator'])	aggregators
ZINC000257132655	1_06	NA	O=S(=O)(O)c1cc(O)c(N=Nc2c(O)ccc3ccccc32)c2ccccc21	50	Premier	3	10	set(['aggregator'])	aggregators
ZINC000261081096	1_07	NA	O=S(=O)(O)c1cc(O)c(N=Nc2ccc3ccccc3c2O)c2ccccc21	40	In-Stock	3	10	set(['aggregator'])	aggregators
ZINC000000780533	1072846	NA	Cc1ccc(NC(=O)Cn2c3ccccc3nc2-c2nonc2N)cc1C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000780592	1072898	NA	O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)NC1CC1	3	Bks	4	0	set(['aggregator'])	aggregators
ZINC000008214581	1_08	NA	O=C(O)c1ccccc1C(c1cc(I)c(O)c(I)c1)=C1C=C(I)C(=O)C(I)=C1	40	In-Stock	3	30	set(['aggregator'])	aggregators
ZINC000013108231	1084673	NA	O=C(Nc1ccc2[nH]c(-c3ccc4nc[nH]c4c3)nc2c1)c1cccs1	30	Agent	3	0	set(['aggregator'])	aggregators
ZINC000000803841	1086290	NA	N#Cc1c(SCc2cccnc2)nc(-c2cccs2)cc1C(F)(F)F	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000807704	1088873	NA	CN(C)c1nc(C#N)nc(N2CCOCC2)n1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000150338564	1_09	rose bengal	O=C1OC2(c3c1c(Cl)c(Cl)c(Cl)c3Cl)c1cc(I)c(O)c(I)c1Oc1c(I)c(O)c(I)cc12	50	Premier	0	0	set(['in-man', 'aggregator'])	aggregators
ZINC000001468126	1_10	NA	CC(C)c1ccc(/C=C2\c3ccccc3NC2=O)cc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000000838248	1107335	NA	O=C(O)c1ccccc1NC(=O)c1cccc(NC(=O)COc2ccc3ccccc3c2)c1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000000841154	1108286	NA	COc1ccc(CCNc2nc(-c3sc(N)nc3C)cs2)cc1OC	50	Premier	7	10	set(['aggregator'])	aggregators
ZINC000148620405	1_11	NA	O=C1[C@@H]2[C@@H](C(=O)N1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])[C@@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000148620590	1_11	NA	O=C1[C@H]2[C@@H](C(=O)N1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])[C@@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000148620811	1_11	NA	O=C1[C@H]2[C@H](C(=O)N1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])[C@@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl	1	Annotated	4	0	set(['aggregator'])	aggregators
ZINC000000846826	1112412	NA	Cc1cc(OCC(=O)NCCc2nc3ccccc3[nH]2)cc(C)c1Cl	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000851763	1116231	NA	Cn1c2ncn(CC(=O)Nc3cccc(Cl)c3Cl)c2c(=O)n(C)c1=O	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000000852599	1116759	NA	Clc1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)o2)c(Cl)c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002512068	1_12	NA	Oc1ccc(-c2csc(Nc3ccc(F)cc3F)n2)cc1O	50	Premier	3	10	set(['aggregator'])	aggregators
ZINC000257351805	1_13_2	NA	Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12	40	In-Stock	7	10	set(['aggregator'])	aggregators
ZINC000000906367	1156033	NA	Cc1ccn2cc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)nc2c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000008682257	11570706	NA	O=P1(O)Oc2c3c(ccc4ccccc43)cc(-c3ccccc3)c2-c2c(-c3ccccc3)cc3ccc4ccccc4c3c2O1	50	Premier	2	5	set(['aggregator'])	aggregators
ZINC000008671257	1160447	NA	O=C(Nc1ccc(-c2nc3ccc(NC(=O)c4cccs4)cc3[nH]2)cc1)c1cccs1	50	Premier	5	0	set(['aggregator', 'in-vivo'])	aggregators
ZINC000019791747	1180676	NA	CN1CCN(C2=C(Cl)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)CC1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000000943080	1183113	NA	O=C(COc1ccccc1Br)NCCc1nc2ccccc2[nH]1	50	Premier	6	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000004649457	11840212	NA	CCOC(=O)N1[C@@H]2C=C(C)[C@@H]2[C@@H]2CC(=O)N21	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000004649458	11840212	NA	CCOC(=O)N1[C@H]2C=C(C)[C@@H]2[C@@H]2CC(=O)N21	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000004649452	11895676	NA	CCOC(=O)N1[C@@H]2C=C(C)[C@@H]2[C@@H]2[C@@H](C)C(=O)N21	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000019792822	1191328	NA	COc1ccc(N2C(=O)C(Cl)=C(N3CCN(Cc4ccccc4)CC3)C2=O)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000003328188	11948732	NA	CC1(C)N=C(Nc2ccc(Br)cc2)NC(=N)N1	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000005100656	11957170	NA	NC(=O)CSc1nnc([C@@H](N)Cc2c[nH]c3ccccc23)o1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000004095645	11957542	NA	CC(C)C[C@H](NC(=O)[C@@H]1O[C@H]1C(=O)O)C(=O)NCCCCNC(=N)N	50	Premier	11	0	set(['aggregator', 'in-vivo'])	aggregators
ZINC000004475165	11957542	NA	CC(C)C[C@H](NC(=O)[C@H]1O[C@H]1C(=O)O)C(=O)NCCCCNC(=N)N	40	In-Stock	11	0	set(['aggregator'])	aggregators
ZINC000013493525	11957542	e-64	CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCNC(=N)N	50	Premier	11	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000013719523	11957542	NA	CC(C)C[C@H](NC(=O)[C@@H]1O[C@@H]1C(=O)O)C(=O)NCCCCNC(=N)N	40	In-Stock	11	0	set(['aggregator'])	aggregators
ZINC000002557952	11957648	NA	C[N+](C)(C)CCC(=O)c1cccc2ccccc21	40	In-Stock	4	5	set(['aggregator'])	aggregators
ZINC000000703112	11958671	NA	Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4cc5ccccc5o4)[C@@H]3c3cccs3)sc2c1	50	Premier	4	30	set(['aggregator'])	aggregators
ZINC000000703113	11958671	NA	Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4cc5ccccc5o4)[C@H]3c3cccs3)sc2c1	50	Premier	4	30	set(['aggregator'])	aggregators
ZINC000013496604	12004591	NA	CC(C)[C@@H](C(=O)OCC(=O)c1cccc([N+](=O)[O-])c1)N1C(=O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1=O	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000013785028	12004591	NA	CC(C)[C@H](C(=O)OCC(=O)c1cccc([N+](=O)[O-])c1)N1C(=O)[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1=O	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000003902716	12004609	NA	O=C(Cn1c2ccccc2c(=O)c2ccccc21)Nc1cccc(F)c1	50	Premier	3	5	set(['aggregator'])	aggregators
ZINC000008682819	12004914	NA	CCN(CC)CCC/N=C(\S)N1CCn2c3ccccc3nc2C1	50	Premier	6	30	set(['aggregator'])	aggregators
ZINC000005025801	12005023	NA	O=C1NC(=S)S/C1=C\c1ccc(SCc2ccco2)o1	3	Bks	4	10	set(['aggregator'])	aggregators
ZINC000036057359	12005153	NA	CCOC(=O)CNCCC(=O)c1ccc(Br)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008683034	12005351	NA	CCCC(=O)OCCNc1cc(SCc2ccco2)c2nonc2c1[N+](=O)[O-]	50	Premier	10	0	set(['aggregator'])	aggregators
ZINC000008683298	12005428	NA	CCOC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C	50	Premier	11	0	set(['aggregator'])	aggregators
ZINC000008683299	12005428	NA	CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@@H](CC(C)C)NC(=O)OC(C)(C)C	50	Premier	11	0	set(['aggregator'])	aggregators
ZINC000008683300	12005428	NA	CCOC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C	50	Premier	11	0	set(['aggregator'])	aggregators
ZINC000008683301	12005428	NA	CCOC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)OC(C)(C)C	50	Premier	11	0	set(['aggregator'])	aggregators
ZINC000015974069	12005460	NA	COc1ccc2cc(C(=O)NN/C=C3\Sc4ccccc4C3=O)ccc2c1	3	Bks	4	50	set(['aggregator'])	aggregators
ZINC000008683814	12006155	NA	Cc1nc(C)c(CCNC(=O)c2ccccc2)s1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000100507590	1208699	NA	O=C(CSc1nc(=O)cc(O)n1-c1ccccc1)Nc1ccc2c3c(cccc31)CC2	3	Bks	5	0	set(['aggregator'])	aggregators
ZINC000000984397	1211724	NA	O=C(C#Cc1cccc([N+](=O)[O-])c1)c1ccccc1	3	Bks	2	30	set(['aggregator'])	aggregators
ZINC000000985509	1212564	NA	COC(=O)c1ccc(-c2ncc(-c3cccc4ccccc43)o2)cc1	3	Bks	3	0	set(['aggregator'])	aggregators
ZINC000000998392	1222676	NA	O=C(c1ccc(COc2ccc(F)cc2)o1)n1cc(Br)cn1	30	Agent	4	0	set(['aggregator'])	aggregators
ZINC000002064323	12273833	NA	C=CC#CC[N+]1(CC#Cc2ccccc2)CCOCC1	50	Premier	2	30	set(['aggregator'])	aggregators
ZINC000003913936	123664	e-64c	CC(C)CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H]1O[C@@H]1C(=O)O	50	Premier	9	0	set(['aggregator', 'in-vitro'])	aggregators
ZINC000085545908	123814	nle-angiv	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O	50	Premier	19	0	set(['in-man', 'aggregator', 'endogenous'])	aggregators
ZINC000001050369	1242771	NA	CN(C)C(=O)COc1ccc2cc(-c3ccccc3)c(=O)oc2c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001052845	1244674	NA	O=S(=O)(c1nc(-c2ccco2)oc1NCc1ccccc1)c1ccccc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001057757	1248638	NA	CN(C)c1ccc(C(=S)N2CCCCCC2)cc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000001073870	1261721	NA	CCc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)s1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008830252	1278518	NA	O=C(Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)N1CCN(c2ccccn2)CC1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001112863	1290990	NA	Cc1nc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)sc1C(=O)N(C)C	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001115203	1293046	NA	Cc1cccc(C(=O)NCCc2nc3ccccc3n2Cc2ccccc2Cl)c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001129233	1304583	NA	COC(=O)c1ccccc1NC(=O)CSc1nc(=O)cc(N)n1-c1ccccc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001163890	1331611	NA	O=C(Nc1cccc(C(F)(F)F)c1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1	30	Agent	4	0	set(['aggregator'])	aggregators
ZINC000001164051	1331726	NA	CC(=O)c1ccc(NC(=O)c2ccc3nc(-c4ccco4)c(-c4ccco4)nc3c2)cc1	3	Bks	5	0	set(['aggregator'])	aggregators
ZINC000015987958	1340892	NA	Cc1[nH]n(-c2ccccc2)c(=O)c1/C=C1/C(=O)NN(c2ccc(F)c(Cl)c2)C1=O	3	Bks	3	10	set(['aggregator'])	aggregators
ZINC000001183633	1346866	NA	O=C1C(=C2CCCCC2)SC(=S)N1Cc1ccco1	50	Premier	2	10	set(['aggregator'])	aggregators
ZINC000263605610	13816	NA	Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N	40	In-Stock	7	10	set(['aggregator'])	aggregators
ZINC000001248567	1388525	NA	O=c1cc(-c2cccc(Br)c2)nc(-c2ccccc2F)o1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000013496684	1410264	NA	CCOc1ccc(/C=C2\SC(=S)N(Nc3ccccc3)C2=O)cc1OC	50	Premier	6	10	set(['aggregator'])	aggregators
ZINC000001373896	1464396	NA	Cc1ccc(CN(Cc2nnnn2Cc2ccco2)Cc2cc3cc4c(cc3[nH]c2=O)OCCO4)cc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000001385280	1473622	NA	COc1ccc(C(=O)Nc2cc(C(=O)c3ccccc3)c(C)oc2=O)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000001385281	1473623	NA	Cc1oc(=O)c(NC(=O)c2ccc(Cl)cc2)cc1C(=O)c1ccccc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000100330758	1482682	NA	COc1ccc(Cn2c(=N)c3cc(OC)c(OC)cc3nc2SCc2ccccc2C)cc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000001396520	1483052	NA	Cc1oc(=O)c(NC(=O)c2cccc(Cl)c2)cc1C(=O)c1ccccc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001398251	1484484	NA	Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000001403087	1488444	NA	O=S(=O)(Nc1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl	50	Premier	4	10	set(['aggregator'])	aggregators
ZINC000001405552	1490420	NA	CC(=O)Nc1ccc(S(=O)(=O)NNC(=O)c2cc3c4ccccc4n(C)c3s2)cc1	50	Premier	5	50	set(['aggregator'])	aggregators
ZINC000001429433	1509329	NA	O=C(NCCc1nc2ccccc2n1Cc1ccccc1F)c1ccc(F)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001452879	1527031	NA	O=C(NCCc1nc2ccccc2n1Cc1ccc(Cl)cc1)c1ccccc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001748132	1555194	NA	Cc1cccc(OCC(=O)NCCc2nc3ccccc3[nH]2)c1C	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001750504	1556384	NA	O=C(NCCc1nc2ccccc2[nH]1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000254317263	1559125	NA	Cc1ccc(C(=O)Oc2oc(-c3ccccc3)nc2C=Nc2ccc(N(C)C)cc2)cc1	3	Bks	6	30	set(['aggregator'])	aggregators
ZINC000000458807	156524	NA	c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)o2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000019632618	15940196	imatinib	Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1	50	Premier	7	0	set(['fda', 'aggregator'])	aggregators
ZINC000008691477	15944757	NA	O=C(c1ccc(F)cc1)[C@@H]1[C@@H](c2ccco2)C2(C(=O)c3ccccc3C2=O)[C@@H]2c3ccccc3C=NN12	50	Premier	3	10	set(['aggregator'])	aggregators
ZINC000009185442	15944757	NA	O=C(c1ccc(F)cc1)[C@@H]1[C@@H](c2ccco2)C2(C(=O)c3ccccc3C2=O)[C@H]2c3ccccc3C=NN21	50	Premier	3	10	set(['aggregator'])	aggregators
ZINC000004932610	15944779	NA	O=C(CN1C(=O)/C(=C\c2ccc(F)cc2)Oc2ccccc21)NCc1ccco1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000008691210	15945210	NA	CC(=O)c1cccc(NC(=O)COC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)c1	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000008688054	15945215	NA	NC1=N/C(=N\c2ccc(Br)cc2)NC2(CCCCC2)N1	50	Premier	1	30	set(['aggregator'])	aggregators
ZINC000008687856	15945234	NA	NC(=O)CC[C@H](NC(=O)c1ccc(F)cc1)C(=O)OCC(=O)Nc1ccc(N2CCOCC2)cc1	3	Bks	10	0	set(['aggregator'])	aggregators
ZINC000004914648	15945484	NA	CC[C@@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1ccccc1F	3	Bks	7	0	set(['aggregator'])	aggregators
ZINC000004914656	15945484	NA	CC[C@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1ccccc1F	3	Bks	7	0	set(['aggregator'])	aggregators
ZINC000004914325	15945486	NA	CC[C@@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1ccc(F)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004914337	15945486	NA	CC[C@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1ccc(F)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004914166	15945487	NA	CC[C@@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1cccc(F)c1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004914182	15945487	NA	CC[C@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1cccc(F)c1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004913672	15945489	NA	CC[C@@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1cccc(C)c1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004913684	15945489	NA	CC[C@H](C(=O)NC1CCCCC1)n1c2cnccc2nc1SCc1cccc(C)c1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008592610	15988540	NA	COC(=O)c1cc(Cl)ccc1NC(=O)CSc1ncc(S(=O)(=O)c2ccc(Br)cc2)c(=O)[nH]1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004788007	15988937	NA	Cc1cc(N2CCCCC2)nc2ccc(NC(=O)CCC(=O)N3CCN(c4cccc(Cl)c4)CC3)cc12	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000004788059	15988942	NA	Cc1cc(N2CCC(C)CC2)nc2ccc(NC(=O)CCC(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc12	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000004886391	15990468	NA	CCN(CCCNC(=O)c1cc2cc3ccc(OC)cc3nc2s1)c1ccccc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000006720620	15991119	NA	Cc1c(C(=O)O)sc2ncn(CC(=O)Nc3ccc(C)c(Cl)c3)c(=O)c12	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000006721440	15991472	NA	CCCn1c2ccc(F)cc2c2nnc(SCCN3CCCCC3)nc21	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000006721441	15991473	NA	CCCCn1c2ccc(F)cc2c2nnc(SCCN(CC)CC)nc21	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000006721442	15991474	NA	CCCCn1c2ccc(F)cc2c2nnc(SCCN3CCCCC3)nc21	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008613511	16004236	NA	Cc1c(Cl)cccc1-c1ccc(CNCCSc2nnnn2-c2ccccc2)o1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000008604412	16010245	NA	COc1cc(Cl)c(C)cc1NC(=O)CSc1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c(=O)[nH]1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000020355766	16010442	NA	CCCN1CCN(CCCNC(=O)c2cc3c(s2)-c2c(C)cccc2OC3)CC1	10	For-Sale	7	0	set(['aggregator'])	aggregators
ZINC000020355776	16010526	NA	CCN1CCN(CCCNC(=O)c2cc3c(s2)-c2ccccc2OC3)CC1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008604695	16010541	NA	Cc1c(Cl)cccc1NC(=O)CSc1ncc(S(=O)(=O)c2ccc(C(C)C)cc2)c(=O)[nH]1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008604710	16010549	NA	CCOc1ccccc1NC(=O)CSc1ncc(S(=O)(=O)c2ccc(C(C)(C)C)cc2)c(=O)[nH]1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000008604712	16010551	NA	CC(C)(C)c1ccc(S(=O)(=O)c2cnc(SCC(=O)Nc3ccc(F)c(Cl)c3)[nH]c2=O)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000006751292	16011590	NA	CC(=O)c1cccc(NC(=O)CCCN2C(=O)COc3ccc(C)cc32)c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000006752557	16012622	NA	Cc1ccccc1OCCCn1c(CCNC(=O)C2CCCCC2)nc2ccccc21	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000006752558	16012623	NA	Cc1cccc(C)c1OCCCn1c(CCNC(=O)C2CCCCC2)nc2ccccc21	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000006752560	16012624	NA	Cc1ccc(OCCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)c(C)c1	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000008606452	16012625	NA	O=C(NCCc1nc2ccccc2n1CCCOc1ccc(Cl)cc1)C1CCCCC1	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000008606453	16012642	NA	Cc1cc(OCCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)ccc1Cl	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000006752562	16012643	NA	Cc1cccc(OCCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)c1	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000006752563	16012644	NA	Cc1cc(C)cc(OCCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)c1	50	Premier	9	0	set(['aggregator'])	aggregators
ZINC000006752565	16012645	NA	Cc1ccc(C)c(OCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)c1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000006752566	16012646	NA	Cc1cccc(C)c1OCCn1c(CCNC(=O)C2CCCCC2)nc2ccccc21	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000006752568	16012647	NA	O=C(NCCc1nc2ccccc2n1CCOc1ccc(Cl)cc1)C1CCCCC1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000008606454	16012656	NA	Cc1cc(OCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)ccc1Cl	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000006752570	16012657	NA	Cc1cc(C)cc(OCCn2c(CCNC(=O)C3CCCCC3)nc3ccccc32)c1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000006752643	16012717	NA	Cc1cccc(C(=O)NCCc2nc3ccccc3n2Cc2ccc(Cl)cc2)c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008612967	16013781	NA	COCCNc1oc(/C=C/c2ccc(F)cc2)nc1C#N	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008613008	16013801	NA	CN1CCN(c2oc(/C=C/c3ccc(F)cc3)nc2C#N)CC1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000008654666	16014977	NA	COc1ccccc1NC(=O)CSc1nc(-c2ccc(C(C)(C)C)cc2)c(C#N)c(=O)[nH]1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008654669	16014979	NA	CC(C)(C)c1ccc(-c2nc(SCC(=O)Nc3ccc(Cl)cc3)[nH]c(=O)c2C#N)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000006781745	16017681	NA	Cc1ccc2onc(CC(=O)N3CCN(c4ccc(F)cc4)CC3)c2c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000020238243	16020364	NA	COc1ccc([C@@H]2CC(=O)N3CN(C4CCCCC4)CSC3=C2C#N)c(OC)c1	50	Premier	4	50	set(['aggregator'])	aggregators
ZINC000020238246	16020364	NA	COc1ccc([C@H]2CC(=O)N3CN(C4CCCCC4)CSC3=C2C#N)c(OC)c1	50	Premier	4	50	set(['aggregator'])	aggregators
