zinc_id	supplier_code	substance.preferred_name	substance.smiles	substance.purchasable	substance.purchasability	substance.rb	substance.reactive	substance.features	calalog
ZINC000254483634	MLS000572278-01	NA	Cc1c(C(=O)NN=Cc2ccc(O)cc2)sc(=S)n1C	1	Annotated	3	50	set(['aggregator'])	aggregators
ZINC000000348740	MLS000572292-01	NA	O=c1oc2ccc(Cl)cc2cc1-c1ccccc1	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000001218780	MLS000572304-01	NA	O=C(NC(NC(=O)c1ccccc1)c1cccc([N+](=O)[O-])c1)c1ccccc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008687350	MLS000572308-01	NA	CCOC(=O)N[C@@H](NC(=S)Nc1ccc(OCC)cc1)C(Cl)(Cl)Cl	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000008690059	MLS000572308-01	NA	CCOC(=O)N[C@H](NC(=S)Nc1ccc(OCC)cc1)C(Cl)(Cl)Cl	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001187886	MLS000572314-01	NA	Cc1ccccc1C(=O)NC(NC(=O)c1ccccc1C)c1cccc([N+](=O)[O-])c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000299872414	MLS000572318-01	NA	CNc1cc([N+](=O)[O-])ccc1N=C/C=C(\O)c1ccc2c(c1)OCO2	1	Annotated	5	30	NA	aggregators
ZINC000001190633	MLS000572326-01	NA	COc1ccc([C@H]2Nc3ccccc3C(=O)N2Cc2ccccc2)cc1Cn1nnc2ccccc21	30	Agent	6	0	set(['aggregator'])	aggregators
ZINC000001190636	MLS000572326-01	NA	COc1ccc([C@@H]2Nc3ccccc3C(=O)N2Cc2ccccc2)cc1Cn1nnc2ccccc21	30	Agent	6	0	set(['aggregator'])	aggregators
ZINC000000442902	MLS000572332-01	NA	COc1cc2c(cc1NC(=O)/C=C/c1ccccc1)oc1ccccc12	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002252192	MLS000572350-01	NA	COc1ccc([C@H]2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1Cn1nc(C)c([N+](=O)[O-])c1C	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002252193	MLS000572350-01	NA	COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1Cn1nc(C)c([N+](=O)[O-])c1C	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000254752897	MLS000572383-01	NA	Cc1ccc(C=N/N=C2/N=C(O)[C@H](CC(=O)Nc3ccc(Cl)cc3)S2)o1	1	Annotated	5	30	set(['aggregator'])	aggregators
ZINC000254752901	MLS000572383-01	NA	Cc1ccc(C=N/N=C2/N=C(O)[C@@H](CC(=O)Nc3ccc(Cl)cc3)S2)o1	1	Annotated	5	30	set(['aggregator'])	aggregators
ZINC000004663415	MLS000572398-01	NA	COc1ccccc1NC(=S)NC(=O)c1ccc(-c2ccc(Cl)cc2)o1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000088269	MLS000572403-01	NA	CC(C)C(=O)Nc1ccc(-c2csc(-c3ccccc3)n2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001205814	MLS000572411-01	NA	COc1ccc([C@H]2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1Cn1nnc2ccccc21	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000001205815	MLS000572411-01	NA	COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1Cn1nnc2ccccc21	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000001205825	MLS000572413-01	NA	COc1ccc([C@H]2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1Cn1cc([N+](=O)[O-])cn1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001205826	MLS000572413-01	NA	COc1ccc([C@@H]2Nc3ccccc3C(=O)N2c2ccc(C)cc2)cc1Cn1cc([N+](=O)[O-])cn1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000254448647	MLS000572415-01	NA	Clc1cccc(Cl)c1C=NNc1nccs1	1	Annotated	3	30	set(['aggregator'])	aggregators
ZINC000004314239	MLS000572426-01	NA	Cc1ccc(C(=O)/C=C/c2c[nH]c3ccccc23)cc1	50	Premier	3	30	set(['aggregator'])	aggregators
ZINC000000949364	MLS000572429-01	NA	Brc1ccc2ncnc(Nc3cccc4ccccc43)c2c1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000002957171	MLS000572434-01	NA	O=C(Nc1ccc(-c2csc(-c3ccccc3)n2)cc1)c1ccccc1Cl	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000443329	MLS000572435-01	NA	Cc1ccnc(NC(=S)NC(=O)/C=C/c2ccccc2)c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000008666255	MLS000572447-01	NA	COc1ccc([C@@H]2Nc3ccccc3C(=O)N2Cc2ccccc2)cc1CSc1ccccn1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008666256	MLS000572447-01	NA	COc1ccc([C@H]2Nc3ccccc3C(=O)N2Cc2ccccc2)cc1CSc1ccccn1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001219785	MLS000572478-01	NA	O=C(Nc1ccc(Cl)cn1)c1ccc(-c2cc(Cl)ccc2Cl)o1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001220700	MLS000572492-01	NA	O=C1NC(S)=N/C1=C/c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c(Cl)c1	30	Agent	4	0	set(['aggregator'])	aggregators
ZINC000004191621	MLS000572533-01	NA	N/C(Cc1cccc2ccccc21)=N\OC(=O)c1cccs1	50	Premier	4	30	set(['aggregator'])	aggregators
ZINC000000083147	MLS000572535-01	NA	O=C(COc1ccc(Cl)cc1)NC1=NN(c2ccccc2)C(=O)C1	50	Premier	4	10	set(['aggregator'])	aggregators
ZINC000000448802	MLS000572540-01	NA	Cc1cccc(NC(=N)Nc2nc(C(F)(F)F)cc(=O)[nH]2)c1C	3	Bks	2	0	set(['aggregator'])	aggregators
ZINC000001815156	MLS000572546-01	NA	O=C(Nc1nnc(Cc2ccc([N+](=O)[O-])cc2)s1)Nc1ccccc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000254756630	MLS000572555-01	NA	O=[N+]([O-])c1ccc(Cl)c(C=NN2CCN(c3ccccc3)CC2)c1	1	Annotated	4	30	set(['aggregator'])	aggregators
ZINC000004473990	MLS000572557-01	NA	O=C(Nc1ccc([N+](=O)[O-])cc1)C1C(c2ccccc2)=C1c1ccccc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000001214111	MLS000572561-01	NA	S=C(NCCC(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001214490	MLS000572576-01	NA	CCOC(=O)c1sc(NC(=O)c2cc3n(n2)[C@@H](C(F)(F)F)C[C@@H](c2ccccc2)N3)c(C(=O)OCC)c1C	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001214493	MLS000572576-01	NA	CCOC(=O)c1sc(NC(=O)c2cc3n(n2)[C@@H](C(F)(F)F)C[C@H](c2ccccc2)N3)c(C(=O)OCC)c1C	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001214495	MLS000572576-01	NA	CCOC(=O)c1sc(NC(=O)c2cc3n(n2)[C@H](C(F)(F)F)C[C@@H](c2ccccc2)N3)c(C(=O)OCC)c1C	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001214497	MLS000572576-01	NA	CCOC(=O)c1sc(NC(=O)c2cc3n(n2)[C@H](C(F)(F)F)C[C@H](c2ccccc2)N3)c(C(=O)OCC)c1C	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008690061	MLS000572596-01	NA	COc1cccc(NC(=N)Nc2nc(O)cc(C(F)(F)F)n2)c1	3	Bks	3	0	set(['aggregator'])	aggregators
ZINC000001085812	MLS000572597-01	NA	O=C(Nc1nnc(CSCc2ccccc2)s1)Nc1ccc(Cl)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002948403	MLS000572601-01	NA	CSc1ccc(S(=O)(=O)NCCSc2ccccn2)cc1	30	Agent	7	0	set(['aggregator'])	aggregators
ZINC000004843944	MLS000572604-01	NA	C[C@H](NC(=O)/C(=C\c1cccc([N+](=O)[O-])c1)NC(=O)c1ccco1)C(=O)O	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004843945	MLS000572604-01	NA	C[C@@H](NC(=O)/C(=C\c1cccc([N+](=O)[O-])c1)NC(=O)c1ccco1)C(=O)O	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000004191831	MLS000572606-01	NA	Cc1ccccc1OCC(=O)O/N=C(\N)Cc1cccs1	50	Premier	6	30	set(['aggregator'])	aggregators
ZINC000008829721	MLS000572651-01	NA	NC1=NC(=O)/C(=C/c2ccccc2OS(=O)(=O)c2ccc3ccccc3c2)S1	50	Premier	4	10	set(['aggregator'])	aggregators
ZINC000001217326	MLS000572660-01	NA	CC(C)(C)c1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000008687391	MLS000572685-01	NA	O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCC(CN2C(=O)c3cccc4cccc(c43)C2=O)CC1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000001799152	MLS000572692-01	NA	O=c1oc2cc(OCc3c(F)c(F)c(F)c(F)c3F)ccc2cc1-c1ccccn1	50	Premier	4	0	set(['aggregator', 'in-vitro', 'biogenic'])	aggregators
ZINC000001185039	MLS000572717-01	NA	COC(=O)CN1C(=S)N(Cc2ccccc2)C(=O)[C@@H]1CC(=O)Nc1ccc(Br)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001185040	MLS000572717-01	NA	COC(=O)CN1C(=S)N(Cc2ccccc2)C(=O)[C@H]1CC(=O)Nc1ccc(Br)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001185079	MLS000572721-01	NA	Cc1cccc(C(=O)Nc2ccc(NC(=O)Cc3ccc(Cl)cc3)cc2)c1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000000752767	MLS000572728-01	NA	O=c1c2cnn(-c3ccccc3)c2nc(-c2cccs2)n1-c1ccc(Cl)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000008666731	MLS000572738-01	NA	Cc1c(Cl)cccc1-c1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)o1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000008687396	MLS000572745-01	NA	COc1cccc([C@@H]2N=C(S)NC3=C2CCc2ccccc23)c1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000009316669	MLS000572745-01	NA	COc1cccc([C@H]2NC(=S)NC3=C2CCc2ccccc23)c1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000000752769	MLS000572750-01	NA	O=c1c2cnn(-c3ccccc3)c2nc(-c2cccs2)n1-c1cccc(Cl)c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002970166	MLS000572756-01	NA	O=C(CSc1nnnn1-c1cccc(Cl)c1)Nc1ccc2c(c1)CCC2	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002970211	MLS000572760-01	NA	Cc1nc2ccc(Br)cc2c(=O)n1-c1ccc([N+](=O)[O-])c(C(F)(F)F)c1	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000008666032	MLS000572765-01	NA	N#C/C(=C\c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1)c1nc2ccccc2[nH]1	50	Premier	5	50	set(['aggregator'])	aggregators
ZINC000000940097	MLS000572793-01	NA	Cc1cc(C)cc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001185908	MLS000572797-01	NA	Cc1ccc(-c2nc3ccccc3o2)cc1NC(=S)NC(=O)c1cccs1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001172626	MLS000572804-01	NA	Cc1ccc2oc(-c3cccc(NC(=S)NC(=O)c4cccs4)c3)nc2c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001172718	MLS000572806-01	NA	Cc1ccccc1C(=O)Nc1cccc(NC(=S)NC(=O)c2cccs2)c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001180249	MLS000572826-01	NA	Cc1ccc(OCC(=O)NC(=S)Nc2cccc(NC(=O)c3ccc(Cl)cc3Cl)c2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001180420	MLS000572839-01	NA	O=C(NC(=S)Nc1cccc(NC(=O)c2ccc(Cl)cc2Cl)c1)c1cccs1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000005112210	MLS000572844-01	NA	N/C(=N\OC(=O)c1cccc(Br)c1)c1ccc(Br)cc1	50	Premier	3	30	set(['aggregator'])	aggregators
ZINC000004898081	MLS000572860-01	NA	N/C(=N\OC(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1	50	Premier	3	30	set(['aggregator'])	aggregators
ZINC000000524311	MLS000572870-01	NA	O=[N+]([O-])c1cccc(-c2nc(-c3cccs3)c(-c3ccccc3)[nH]2)c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002966671	MLS000572879-01	NA	O=C(Nc1cccc2nsnc21)c1ccc(-c2cccc(Cl)c2)o1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001173631	MLS000572890-01	NA	CC(C)Oc1cccc(C(=O)NC(=S)Nc2ccc3c4c(cccc42)CC3)c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002987049	MLS000572911-01	NA	COC(=O)c1ccccc1OCCCOc1ccc(C)cc1OC	3	Bks	8	0	set(['aggregator'])	aggregators
ZINC000000454551	MLS000572924-01	NA	CCOc1ccc(C(=O)NC(=S)Nc2ccccn2)cc1[N+](=O)[O-]	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002991340	MLS000572934-01	NA	COc1cc(C=O)ccc1OCCOCCOc1c(C)cc(Cl)cc1Cl	50	Premier	10	0	set(['aggregator'])	aggregators
ZINC000001174513	MLS000572936-01	NA	Cc1ccc2nc(NC(=S)NC(=O)c3ccc(OC(C)C)cc3)sc2c1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002991386	MLS000572938-01	NA	CCOc1ccc(C(=O)NC(=S)Nc2cccc(NC(=O)c3ccco3)c2)cc1[N+](=O)[O-]	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000000656071	MLS000572942-01	NA	Cc1ccc(S(=O)(=O)N(CC(=O)N2CCc3ccccc3C2)c2cccc(Cl)c2)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000001174961	MLS000572964-01	NA	CCn1c2ccccc2nc1NCc1cc(Br)ccc1NS(=O)(=O)c1ccc(C)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008690062	MLS000572966-01	NA	O=[N+]([O-])c1ccc(N2CCN(S(=O)(=O)c3ccccc3)CC2)cc1NCc1ccco1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000001000363	MLS000572980-01	NA	CC(C)[C@@H](C(=O)Nc1sc2c(c1C#N)CCCCC2)N1C(=O)c2ccccc2C1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001000364	MLS000572980-01	NA	CC(C)[C@H](C(=O)Nc1sc2c(c1C#N)CCCCC2)N1C(=O)c2ccccc2C1=O	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001175359	MLS000572982-01	NA	O=C(CSc1ccccc1)Nc1ccc(-c2nc3ccccc3[nH]2)cc1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000015987961	MLS000572987-01	NA	Cc1cc(C)c(CSc2nc(-c3ccc([N+](=O)[O-])cc3)c[nH]2)c(C)c1	10	For-Sale	5	0	set(['aggregator'])	aggregators
ZINC000008666954	MLS000572992-01	NA	O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)C(=O)NC1CCCCCC1)c1ccccc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000008666955	MLS000572992-01	NA	O=C(Nc1ccccc1C(=O)N[C@H](Cc1ccccc1)C(=O)NC1CCCCCC1)c1ccccc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000004706722	MLS000572999-01	NA	Cc1ccc(NC(=O)c2ccc(NCc3ccco3)c([N+](=O)[O-])c2)cc1Cl	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002972766	MLS000573005-01	NA	Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)c1ccccc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000012379173	MLS000573023-01	NA	C=C(C)CNC(=S)NN=Cc1ccc2c(c1)OCO2	1	Annotated	4	30	set(['aggregator'])	aggregators
ZINC000015987774	MLS000573024-01	NA	O=C(NN=Cc1ccc(OC(=O)c2ccc3c(c2)OCO3)cc1)c1cncc(Br)c1	1	Annotated	5	0	set(['aggregator'])	aggregators
ZINC000015987773	MLS000573025-01	NA	O=C(NN=Cc1cccc(OC(=O)c2ccc3c(c2)OCO3)c1)c1cncc(Br)c1	1	Annotated	5	0	set(['aggregator'])	aggregators
ZINC000003878916	MLS000573039-01	NA	CCOC(=O)CCCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000003878917	MLS000573041-01	NA	O=[N+]([O-])c1cccc(S(=O)(=O)c2ccc(N3CCCCC3)c([N+](=O)[O-])c2)c1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000000186916	MLS000573077-01	NA	c1ccc(-c2nc3cccc4cccc([nH]2)c43)cc1	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000254806515	MLS000573115-01	NA	O=C(NN=Cc1ccc(-c2ccccc2[N+](=O)[O-])o1)[C@@H]1COc2ccccc2O1	1	Annotated	5	50	set(['aggregator'])	aggregators
ZINC000254806516	MLS000573115-01	NA	O=C(NN=Cc1ccc(-c2ccccc2[N+](=O)[O-])o1)[C@H]1COc2ccccc2O1	1	Annotated	5	50	set(['aggregator'])	aggregators
ZINC000254484610	MLS000573116-01	NA	O=C(NN=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)[C@@H]1COc2ccccc2O1	1	Annotated	5	50	set(['aggregator'])	aggregators
ZINC000254484611	MLS000573116-01	NA	O=C(NN=Cc1ccc(-c2ccc([N+](=O)[O-])cc2)o1)[C@H]1COc2ccccc2O1	1	Annotated	5	50	set(['aggregator'])	aggregators
ZINC000000291675	MLS000573142-01	NA	Cc1ccc(C(=O)Nc2ccc3c4c(cccc42)CC3)cc1[N+](=O)[O-]	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000000244276	MLS000573143-01	NA	O=C(Nc1ccc2c3c(cccc31)CC2)c1cccc([N+](=O)[O-])c1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000004607750	MLS000573225-01	NA	O=C(NC(=S)N1CCN(c2ccc(Cl)cc2[N+](=O)[O-])CC1)c1cccs1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001186223	MLS000573230-01	NA	Cc1ccc(OCC(=O)NC(=S)Nc2cccc(NC(=O)c3ccccc3Cl)c2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000001186237	MLS000573232-01	NA	O=C(/C=C/c1cccc([N+](=O)[O-])c1)Nc1cccc(NC(=O)c2ccco2)c1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000706843	MLS000573233-01	NA	CCOC(=O)c1cnc2ccccc2c1Nc1ccc2c(c1)OCCO2	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000001186647	MLS000573253-01	NA	Cc1ccc(OCC(=O)NC(=S)Nc2cccc(NC(=O)c3ccccc3)c2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000000451362	MLS000573257-01	NA	COc1ccc(Br)cc1/C=C/C(=O)Nc1ccc(C)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000174188	MLS000573260-01	NA	O=C(NC(=S)Nc1nc(-c2ccccc2)cs1)c1cccs1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002976583	MLS000573284-01	NA	CCOC(=O)[C@H](Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1C)c1ccccc1	50	Premier	6	10	set(['aggregator'])	aggregators
ZINC000002976585	MLS000573284-01	NA	CCOC(=O)[C@@H](Oc1ccc2c(-c3ccccc3)cc(=O)oc2c1C)c1ccccc1	50	Premier	6	10	set(['aggregator'])	aggregators
ZINC000013482395	MLS000573291-01	NA	CCc1ccc(/C=C2\SC(=S)N(CCCC(=O)Nc3nccs3)C2=O)cc1	50	Premier	7	10	set(['aggregator'])	aggregators
ZINC000008687432	MLS000573296-01	NA	CCc1ccc(OCC(=O)N[C@H](NC(=S)Nc2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008687433	MLS000573296-01	NA	CCc1ccc(OCC(=O)N[C@@H](NC(=S)Nc2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008687434	MLS000573297-01	NA	CCc1ccc(OCC(=O)N[C@H](NC(=S)Nc2ccccc2C)C(Cl)(Cl)Cl)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000008687435	MLS000573297-01	NA	CCc1ccc(OCC(=O)N[C@@H](NC(=S)Nc2ccccc2C)C(Cl)(Cl)Cl)cc1	50	Premier	7	0	set(['aggregator'])	aggregators
ZINC000101665218	MLS000573302-01	NA	O=C(Nc1ccc(Cl)cc1)C1[C@@H]2CC[C@@H]3[C@@H](CC[C@@H]12)C3(Cl)Cl	50	Premier	2	0	set(['aggregator'])	aggregators
ZINC000239347388	MLS000573302-01	NA	O=C(Nc1ccc(Cl)cc1)[C@H]1[C@@H]2CC[C@@H]3[C@@H](CC[C@@H]21)C3(Cl)Cl	40	In-Stock	2	0	set(['aggregator'])	aggregators
ZINC000239347389	MLS000573302-01	NA	O=C(Nc1ccc(Cl)cc1)[C@H]1[C@@H]2CC[C@@H]3[C@H](CC[C@@H]21)C3(Cl)Cl	40	In-Stock	2	0	set(['aggregator'])	aggregators
ZINC000244724487	MLS000573302-01	NA	O=C(Nc1ccc(Cl)cc1)[C@H]1[C@@H]2CC[C@@H]3[C@H](CC[C@H]21)C3(Cl)Cl	40	In-Stock	2	0	set(['aggregator'])	aggregators
ZINC000004660113	MLS000573313-01	NA	Cc1ccc(/C=C2\SC(=N)NC2=O)s1	50	Premier	1	0	set(['aggregator'])	aggregators
ZINC000008577741	MLS000573317-01	NA	CCOC(=O)C1=C(C)NC(=S)N[C@H]1c1ccc(-c2cccc(Cl)c2C)o1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000008687439	MLS000573317-01	NA	CCOC(=O)C1=C(C)NC(=S)N[C@@H]1c1ccc(-c2cccc(Cl)c2C)o1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000003254224	MLS000573323-01	NA	COc1cc2c(cc1NC(=O)Nc1ccccc1)oc1ccccc12	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000008687441	MLS000573326-01	NA	N=C1NC(=O)/C(=C/c2ccccc2OS(=O)(=O)c2ccccc2)S1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000980447	MLS000573340-01	NA	Cc1ccc(C(=O)NC(=S)Nc2ccc(Oc3ccc(Cl)cc3)cc2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000002122055	MLS000573357-01	NA	Cc1ccc(C(=O)NC(=S)Nc2cccc(-c3nc4ccccc4s3)c2)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002979376	MLS000573377-01	NA	Cc1cc(NC(=O)c2ccc([N+](=O)[O-])cc2Cl)ccc1NC(=O)c1ccco1	50	Premier	5	0	set(['aggregator'])	aggregators
ZINC000002980718	MLS000573394-01	NA	O=C(CCSc1ccccc1)Nc1ccc(OCc2ccccc2)cc1	50	Premier	8	0	set(['aggregator'])	aggregators
ZINC000000724567	MLS000573396-01	NA	Cc1ccccc1C(=O)NC(=S)Nc1ccc(Oc2ccc(Cl)cc2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000005107270	MLS000573404-01	NA	O=S(=O)(NN=Cc1cccn1-c1ccccc1)c1ccc2ccccc2c1	1	Annotated	5	0	set(['aggregator'])	aggregators
ZINC000000706304	MLS000573413-01	NA	Cc1nc(-c2cccc(NC(=O)c3cc4cc(Br)ccc4oc3=O)c2)cs1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001094486	MLS000573415-01	NA	Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=S)NC(=O)c1ccccc1Br	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000002982442	MLS000573432-01	NA	O=[N+]([O-])c1ccc(S(=O)(=O)Nc2ccc(-c3csc(-c4ccccc4)n3)cc2)cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000002982873	MLS000573452-01	NA	Cc1ccc(C(=O)NC(=S)Nc2cc(-c3nc4ccccc4s3)ccc2C)cc1	50	Premier	3	0	set(['aggregator'])	aggregators
ZINC000001170114	MLS000573463-01	NA	O=C(N[C@@H](c1ccc(Cl)cc1)c1cc(Cl)c2cccnc2c1O)c1cccnc1	3	Bks	4	10	set(['aggregator'])	aggregators
ZINC000001170115	MLS000573463-01	NA	O=C(N[C@H](c1ccc(Cl)cc1)c1cc(Cl)c2cccnc2c1O)c1cccnc1	3	Bks	4	10	set(['aggregator'])	aggregators
ZINC000001170323	MLS000573475-01	NA	Brc1ccc(-c2nnc3ccc(Nc4ccccc4)nn32)cc1	3	Bks	3	0	set(['aggregator'])	aggregators
ZINC000000383200	MLS000573500-01	NA	Cc1coc2cc3oc(=O)c(Cc4ccccc4)c(C)c3cc12	50	Premier	2	0	set(['aggregator', 'biogenic'])	aggregators
ZINC000013482424	MLS000573542-01	NA	CCc1ccc(N2NC(=O)/C(=C/C=C/c3ccco3)C2=O)cc1	50	Premier	4	10	set(['aggregator'])	aggregators
ZINC000004406377	MLS000573543-01	NA	Cc1ccc(S(=O)(=O)N2CCN(c3ccc([N+](=O)[O-])c4cccnc43)CC2)cc1	50	Premier	4	0	set(['aggregator'])	aggregators
ZINC000000991116	MLS000573572-01	NA	O=C(Oc1ccc(OC(=O)c2ccco2)c(S(=O)(=O)c2ccc(Cl)cc2)c1)c1ccco1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000004155109	MLS000573582-01	NA	Nc1c2c3c(sc2nc2c1CCCC2)CCCCC3	50	Premier	0	0	set(['aggregator'])	aggregators
ZINC000013111200	MLS000573587-01	NA	O=C1NN(c2ccc(F)cc2)C(=O)/C1=C\C=C\c1ccco1	30	Agent	3	10	set(['aggregator'])	aggregators
ZINC000254567868	MLS000573592-01	NA	O=C1c2cccc3cccc(c32)C(=O)N1N=Cc1ccc(O)cc1O	1	Annotated	2	30	set(['aggregator'])	aggregators
ZINC000004181157	MLS000573601-01	NA	Cc1ccc(OCCNc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1	50	Premier	6	0	set(['aggregator'])	aggregators
ZINC000003094728	MLS000573607-01	NA	O=C(NCCC1=CCCCC1)C(=O)NCc1ccccc1	50	Premier	5	0	set(['aggregator'])	aggregators
